Data,Receitas Orçamentárias,Previsao Inicial,Previsao Atualizada (a),Receitas Realizadas no Bimestre (b),% (b/a),Receitas Realizadas até o Bimestre (c),% (c/a),SALDO (a-c),Bimestre,Ano,tempo
agosto 2020,Alienação de Bens Intangíveis,,,,,,,,04,2020,2020-08-20
agosto 2020,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,,04,2020,2020-08-20
agosto 2020,TRANSFERÊNCIAS DE CAPITAL,"6.956.000,00","6.956.000,00","2.005.343,66","28,83","5.559.291,17","79,92","1.396.708,83",04,2020,2020-08-20
agosto 2020,Transferências da União e de suas Entidades,"5.306.000,00","5.306.000,00","948.245,08","17,87","4.103.899,10","77,34","1.202.100,90",04,2020,2020-08-20
agosto 2020,Transferências dos Estados e do Distrito Federal e de suas Entidades,"1.650.000,00","1.650.000,00","1.057.098,58","64,07","1.455.392,07","88,21","194.607,93",04,2020,2020-08-20
agosto 2020,Transferências dos Municípios e de suas Entidades,,,,,,,,04,2020,2020-08-20
agosto 2020,Transferências de Instituições Privadas,,,,,,,,04,2020,2020-08-20
agosto 2020,Transferências de Outras Instituições Públicas,,,,,,,,04,2020,2020-08-20
agosto 2020,Transferências do Exterior,,,,,,,,04,2020,2020-08-20
agosto 2020,Transferências de Pessoas Físicas,,,,,,,,04,2020,2020-08-20
agosto 2020,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,04,2020,2020-08-20
agosto 2020,OUTRAS RECEITAS DE CAPITAL,"1.000,00","1.000,00",,"0,00",,"0,00","1.000,00",04,2020,2020-08-20
agosto 2020,Integralização do Capital Social,,,,,,,,04,2020,2020-08-20
agosto 2020,Remuneração das Disponibilidades do Tesouro,,,,,,,,04,2020,2020-08-20
agosto 2020,Resgate de Títulos do Tesouro,,,,,,,,04,2020,2020-08-20
agosto 2020,Demais Receitas de Capital,"1.000,00","1.000,00",,"0,00",,"0,00","1.000,00",04,2020,2020-08-20
agosto 2020,RECEITAS (INTRA-ORÇAMENTÁRIAS) (II),"37.810.000,00","37.810.000,00","5.937.740,85","15,70","23.367.987,62","61,80","14.442.012,38",04,2020,2020-08-20
agosto 2020,SUBTOTAL DAS RECEITAS (III) = (I + II),"1.849.108.000,00","1.849.108.000,00","304.065.865,21","16,44","1.212.197.300,37","65,56","636.910.699,63",04,2020,2020-08-20
agosto 2020,OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV),,,,,,,,04,2020,2020-08-20
agosto 2020,Operações de Crédito - Mercado Interno,,,,,,,,04,2020,2020-08-20
agosto 2020,Mobiliária,,,,,,,,04,2020,2020-08-20
agosto 2020,Contratual,,,,,,,,04,2020,2020-08-20
agosto 2020,Operações de Crédito - Mercado Externo,,,,,,,,04,2020,2020-08-20
agosto 2020,Mobiliária,,,,,,,,04,2020,2020-08-20
agosto 2020,Contratual,,,,,,,,04,2020,2020-08-20
agosto 2020,TOTAL DAS RECEITAS (V) = (III + IV),"1.849.108.000,00","1.849.108.000,00","304.065.865,21","16,44","1.212.197.300,37","65,56","636.910.699,63",04,2020,2020-08-20
agosto 2020,DÉFICIT (VI),,,,,,,,04,2020,2020-08-20
agosto 2020,TOTAL COM DÉFICIT (VII) = (V + VI),"1.849.108.000,00","1.849.108.000,00","304.065.865,21","16,44","1.212.197.300,37","65,56","636.910.699,63",04,2020,2020-08-20
agosto 2020,SALDOS DE EXERCÍCIOS ANTERIORES,,"30.520.842,06",,,"30.520.842,06",,,04,2020,2020-08-20
agosto 2020,Recursos Arrecadados em Exercícios Anteriores - RPPS,,,,,,,,04,2020,2020-08-20
agosto 2020,Superávit Financeiro Utilizado para Créditos Adicionais,,"30.520.842,06",,,"30.520.842,06",,,04,2020,2020-08-20
junho 2020,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.811.298.000,00","1.811.298.000,00","263.449.617,95","14,54","890.701.188,39","49,17","920.596.811,61",03,2020,2020-06-20
junho 2020,RECEITAS CORRENTES,"1.785.575.000,00","1.785.575.000,00","258.948.935,94","14,50","877.067.536,06","49,12","908.507.463,94",03,2020,2020-06-20
junho 2020,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","535.615.000,00","535.615.000,00","63.813.474,95","11,91","248.982.277,56","46,49","286.632.722,44",03,2020,2020-06-20
junho 2020,Impostos,"477.600.000,00","477.600.000,00","57.832.884,85","12,11","224.266.037,45","46,96","253.333.962,55",03,2020,2020-06-20
junho 2020,Taxas,"56.515.000,00","56.515.000,00","5.975.311,33","10,57","24.697.240,32","43,70","31.817.759,68",03,2020,2020-06-20
junho 2020,Contribuição de Melhoria,"1.500.000,00","1.500.000,00","5.278,77","0,35","18.999,79","1,27","1.481.000,21",03,2020,2020-06-20
junho 2020,CONTRIBUIÇÕES,"18.905.000,00","18.905.000,00","2.934.277,24","15,52","8.710.985,90","46,08","10.194.014,10",03,2020,2020-06-20
junho 2020,Contribuições Sociais,"18.905.000,00","18.905.000,00","2.934.277,24","15,52","8.710.985,90","46,08","10.194.014,10",03,2020,2020-06-20
junho 2020,Contribuições Econômicas,,,,,,,,03,2020,2020-06-20
junho 2020,"Contribuições para Entidades Privadas de Serviço Social e de Formação
Profissional",,,,,,,,03,2020,2020-06-20
junho 2020,Contribuição para o Custeio do Serviço de Iluminação Pública,,,,,,,,03,2020,2020-06-20
junho 2020,RECEITA PATRIMONIAL,"16.856.000,00","16.856.000,00","890.798,71","5,28","4.056.517,51","24,07","12.799.482,49",03,2020,2020-06-20
junho 2020,Exploração do Patrimônio Imobiliário do Estado,"3.240.000,00","3.240.000,00","440.129,99","13,58","1.368.445,27","42,24","1.871.554,73",03,2020,2020-06-20
junho 2020,Valores Mobiliários,"13.616.000,00","13.616.000,00","450.668,72","3,31","2.688.072,24","19,74","10.927.927,76",03,2020,2020-06-20
junho 2020,"Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização
ou Licença",,,,,,,,03,2020,2020-06-20
junho 2020,Exploração de Recursos Naturais,,,,,,,,03,2020,2020-06-20
junho 2020,Exploração do Patrimônio Intangível,,,,,,,,03,2020,2020-06-20
junho 2020,Cessão de Direitos,,,,,,,,03,2020,2020-06-20
junho 2020,Demais Receitas Patrimoniais,,,,,,,,03,2020,2020-06-20
junho 2020,RECEITA AGROPECUÁRIA,,,,,,,,03,2020,2020-06-20
junho 2020,RECEITA INDUSTRIAL,,,,,,,,03,2020,2020-06-20
junho 2020,RECEITA DE SERVIÇOS,"272.944.000,00","272.944.000,00","41.891.001,01","15,35","122.114.764,38","44,74","150.829.235,62",03,2020,2020-06-20
junho 2020,Serviços Administrativos e Comerciais Gerais,"272.814.000,00","272.814.000,00","41.890.877,05","15,36","122.114.534,63","44,76","150.699.465,37",03,2020,2020-06-20
junho 2020,Serviços e Atividades Referentes à Navegação e ao Transporte,,,,,,,,03,2020,2020-06-20
junho 2020,Serviços e Atividades Referentes à Saúde,,,,,,,,03,2020,2020-06-20
junho 2020,Serviços e Atividades Financeiras,,,,,,,,03,2020,2020-06-20
junho 2020,Outros Serviços,"130.000,00","130.000,00","123,96","0,10","229,75","0,18","129.770,25",03,2020,2020-06-20
junho 2020,TRANSFERÊNCIAS CORRENTES,"896.323.800,00","896.323.800,00","144.995.522,99","16,18","480.944.343,08","53,66","415.379.456,92",03,2020,2020-06-20
junho 2020,Transferências da União e de suas Entidades,"243.554.800,00","243.554.800,00","66.941.576,07","27,49","158.345.587,18","65,01","85.209.212,82",03,2020,2020-06-20
junho 2020,Transferências dos Estados e do Distrito Federal e de suas Entidades,"483.584.000,00","483.584.000,00","55.089.078,35","11,39","237.005.579,89","49,01","246.578.420,11",03,2020,2020-06-20
junho 2020,Transferências dos Municípios e de suas Entidades,"1.185.000,00","1.185.000,00","197.595,00","16,67","684.409,50","57,76","500.590,50",03,2020,2020-06-20
junho 2020,Transferências de Instituições Privadas,,,,,,,,03,2020,2020-06-20
junho 2020,Transferências de Outras Instituições Públicas,"168.000.000,00","168.000.000,00","22.767.273,57","13,55","84.908.766,51","50,54","83.091.233,49",03,2020,2020-06-20
junho 2020,Transferências do Exterior,,,,,,,,03,2020,2020-06-20
junho 2020,Transferências de Pessoas Físicas,,,,,,,,03,2020,2020-06-20
junho 2020,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,03,2020,2020-06-20
junho 2020,OUTRAS RECEITAS CORRENTES,"44.931.200,00","44.931.200,00","4.423.861,04","9,85","12.258.647,63","27,28","32.672.552,37",03,2020,2020-06-20
junho 2020,"Multas Administrativas, Contratuais e Judiciais","24.169.700,00","24.169.700,00","2.723.281,08","11,27","6.326.310,76","26,17","17.843.389,24",03,2020,2020-06-20
junho 2020,"Indenizações, Restituições e Ressarcimentos","1.435.500,00","1.435.500,00","272.976,50","19,02","423.775,27","29,52","1.011.724,73",03,2020,2020-06-20
junho 2020,"Bens, Direitos e Valores Incorporados ao Patrimônio Público","30.000,00","30.000,00",,"0,00",,"0,00","30.000,00",03,2020,2020-06-20
junho 2020,Demais Receitas Correntes,"19.296.000,00","19.296.000,00","1.427.603,46","7,40","5.508.561,60","28,55","13.787.438,40",03,2020,2020-06-20
junho 2020,RECEITAS DE CAPITAL,"25.723.000,00","25.723.000,00","4.500.682,01","17,50","13.633.652,33","53,00","12.089.347,67",03,2020,2020-06-20
junho 2020,OPERAÇÕES DE CRÉDITO,"17.701.000,00","17.701.000,00","3.282.664,69","18,55","10.079.395,90","56,94","7.621.604,10",03,2020,2020-06-20
junho 2020,Operações de Crédito - Mercado Interno,"17.701.000,00","17.701.000,00","3.282.664,69","18,55","10.079.395,90","56,94","7.621.604,10",03,2020,2020-06-20
junho 2020,Operações de Crédito - Mercado Externo,,,,,,,,03,2020,2020-06-20
junho 2020,ALIENAÇÃO DE BENS,"1.065.000,00","1.065.000,00",,"0,00","308,92","0,03","1.064.691,08",03,2020,2020-06-20
junho 2020,Alienação de Bens Móveis,"1.065.000,00","1.065.000,00",,"0,00",,"0,00","1.065.000,00",03,2020,2020-06-20
junho 2020,Alienação de Bens Imóveis,,,,,"308,92",,"-308,92",03,2020,2020-06-20
junho 2020,Alienação de Bens Intangíveis,,,,,,,,03,2020,2020-06-20
junho 2020,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,,03,2020,2020-06-20
junho 2020,TRANSFERÊNCIAS DE CAPITAL,"6.956.000,00","6.956.000,00","1.218.017,32","17,51","3.553.947,51","51,09","3.402.052,49",03,2020,2020-06-20
junho 2020,Transferências da União e de suas Entidades,"5.306.000,00","5.306.000,00","1.218.017,32","22,96","3.155.654,02","59,47","2.150.345,98",03,2020,2020-06-20
junho 2020,Transferências dos Estados e do Distrito Federal e de suas Entidades,"1.650.000,00","1.650.000,00","0,00","0,00","398.293,49","24,14","1.251.706,51",03,2020,2020-06-20
junho 2020,Transferências dos Municípios e de suas Entidades,,,,,,,,03,2020,2020-06-20
junho 2020,Transferências de Instituições Privadas,,,,,,,,03,2020,2020-06-20
junho 2020,Transferências de Outras Instituições Públicas,,,,,,,,03,2020,2020-06-20
junho 2020,Transferências do Exterior,,,,,,,,03,2020,2020-06-20
junho 2020,Transferências de Pessoas Físicas,,,,,,,,03,2020,2020-06-20
junho 2020,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,03,2020,2020-06-20
junho 2020,OUTRAS RECEITAS DE CAPITAL,"1.000,00","1.000,00",,"0,00",,"0,00","1.000,00",03,2020,2020-06-20
junho 2020,Integralização do Capital Social,,,,,,,,03,2020,2020-06-20
junho 2020,Remuneração das Disponibilidades do Tesouro,,,,,,,,03,2020,2020-06-20
junho 2020,Resgate de Títulos do Tesouro,,,,,,,,03,2020,2020-06-20
junho 2020,Demais Receitas de Capital,"1.000,00","1.000,00",,"0,00",,"0,00","1.000,00",03,2020,2020-06-20
junho 2020,RECEITAS (INTRA-ORÇAMENTÁRIAS) (II),"37.810.000,00","37.810.000,00","5.869.233,69","15,52","17.430.246,77","46,10","20.379.753,23",03,2020,2020-06-20
junho 2020,SUBTOTAL DAS RECEITAS (III) = (I + II),"1.849.108.000,00","1.849.108.000,00","269.318.851,64","14,56","908.131.435,16","49,11","940.976.564,84",03,2020,2020-06-20
junho 2020,OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV),,,,,,,,03,2020,2020-06-20
junho 2020,Operações de Crédito - Mercado Interno,,,,,,,,03,2020,2020-06-20
junho 2020,Mobiliária,,,,,,,,03,2020,2020-06-20
junho 2020,Contratual,,,,,,,,03,2020,2020-06-20
junho 2020,Operações de Crédito - Mercado Externo,,,,,,,,03,2020,2020-06-20
junho 2020,Mobiliária,,,,,,,,03,2020,2020-06-20
junho 2020,Contratual,,,,,,,,03,2020,2020-06-20
junho 2020,TOTAL DAS RECEITAS (V) = (III + IV),"1.849.108.000,00","1.849.108.000,00","269.318.851,64","14,56","908.131.435,16","49,11","940.976.564,84",03,2020,2020-06-20
junho 2020,DÉFICIT (VI),,,,,,,,03,2020,2020-06-20
junho 2020,TOTAL COM DÉFICIT (VII) = (V + VI),"1.849.108.000,00","1.849.108.000,00","269.318.851,64","14,56","908.131.435,16","49,11","940.976.564,84",03,2020,2020-06-20
junho 2020,SALDOS DE EXERCÍCIOS ANTERIORES,,"26.956.170,04",,,"26.956.170,04",,,03,2020,2020-06-20
junho 2020,Recursos Arrecadados em Exercícios Anteriores - RPPS,,,,,,,,03,2020,2020-06-20
junho 2020,Superávit Financeiro Utilizado para Créditos Adicionais,,"26.956.170,04",,,"26.956.170,04",,,03,2020,2020-06-20
abril 2020,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.811.298.000,00","1.811.298.000,00","326.005.098,99","18,00","627.251.570,44","34,63","1.184.046.429,56",02,2020,2020-04-20
abril 2020,RECEITAS CORRENTES,"1.785.575.000,00","1.785.575.000,00","322.547.906,53","18,06","618.118.600,12","34,62","1.167.456.399,88",02,2020,2020-04-20
abril 2020,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","535.615.000,00","535.615.000,00","120.805.448,17","22,55","185.168.802,61","34,57","350.446.197,39",02,2020,2020-04-20
abril 2020,Impostos,"477.600.000,00","477.600.000,00","105.260.295,52","22,04","166.433.152,60","34,85","311.166.847,40",02,2020,2020-04-20
abril 2020,Taxas,"56.515.000,00","56.515.000,00","15.538.173,45","27,49","18.721.928,99","33,13","37.793.071,01",02,2020,2020-04-20
abril 2020,Contribuição de Melhoria,"1.500.000,00","1.500.000,00","6.979,20","0,47","13.721,02","0,91","1.486.278,98",02,2020,2020-04-20
abril 2020,CONTRIBUIÇÕES,"18.905.000,00","18.905.000,00","2.924.822,12","15,47","5.776.708,66","30,56","13.128.291,34",02,2020,2020-04-20
abril 2020,Contribuições Sociais,"18.905.000,00","18.905.000,00","2.924.822,12","15,47","5.776.708,66","30,56","13.128.291,34",02,2020,2020-04-20
abril 2020,Contribuições Econômicas,,,,,,,,02,2020,2020-04-20
abril 2020,"Contribuições para Entidades Privadas de Serviço Social e de Formação
Profissional",,,,,,,,02,2020,2020-04-20
abril 2020,Contribuição para o Custeio do Serviço de Iluminação Pública,,,,,,,,02,2020,2020-04-20
abril 2020,RECEITA PATRIMONIAL,"16.856.000,00","16.856.000,00","956.387,33","5,67","3.165.718,80","18,78","13.690.281,20",02,2020,2020-04-20
abril 2020,Exploração do Patrimônio Imobiliário do Estado,"3.240.000,00","3.240.000,00","420.056,81","12,96","928.315,28","28,65","2.311.684,72",02,2020,2020-04-20
abril 2020,Valores Mobiliários,"13.616.000,00","13.616.000,00","536.330,52","3,94","2.237.403,52","16,43","11.378.596,48",02,2020,2020-04-20
abril 2020,"Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização
ou Licença",,,,,,,,02,2020,2020-04-20
abril 2020,Exploração de Recursos Naturais,,,,,,,,02,2020,2020-04-20
abril 2020,Exploração do Patrimônio Intangível,,,,,,,,02,2020,2020-04-20
abril 2020,Cessão de Direitos,,,,,,,,02,2020,2020-04-20
abril 2020,Demais Receitas Patrimoniais,,,,,,,,02,2020,2020-04-20
abril 2020,RECEITA AGROPECUÁRIA,,,,,,,,02,2020,2020-04-20
abril 2020,RECEITA INDUSTRIAL,,,,,,,,02,2020,2020-04-20
abril 2020,RECEITA DE SERVIÇOS,"272.944.000,00","272.944.000,00","39.809.982,43","14,59","80.223.763,37","29,39","192.720.236,63",02,2020,2020-04-20
abril 2020,Serviços Administrativos e Comerciais Gerais,"272.814.000,00","272.814.000,00","39.809.911,75","14,59","80.223.657,58","29,41","192.590.342,42",02,2020,2020-04-20
abril 2020,Serviços e Atividades Referentes à Navegação e ao Transporte,,,,,,,,02,2020,2020-04-20
abril 2020,Serviços e Atividades Referentes à Saúde,,,,,,,,02,2020,2020-04-20
abril 2020,Serviços e Atividades Financeiras,,,,,,,,02,2020,2020-04-20
abril 2020,Outros Serviços,"130.000,00","130.000,00","70,68","0,05","105,79","0,08","129.894,21",02,2020,2020-04-20
abril 2020,TRANSFERÊNCIAS CORRENTES,"896.323.800,00","896.323.800,00","154.869.365,01","17,28","335.948.820,09","37,48","560.374.979,91",02,2020,2020-04-20
abril 2020,Transferências da União e de suas Entidades,"243.554.800,00","243.554.800,00","49.825.717,85","20,46","91.404.011,11","37,53","152.150.788,89",02,2020,2020-04-20
abril 2020,Transferências dos Estados e do Distrito Federal e de suas Entidades,"483.584.000,00","483.584.000,00","77.801.816,89","16,09","181.916.501,54","37,62","301.667.498,46",02,2020,2020-04-20
abril 2020,Transferências dos Municípios e de suas Entidades,"1.185.000,00","1.185.000,00","205.616,70","17,35","486.814,50","41,08","698.185,50",02,2020,2020-04-20
abril 2020,Transferências de Instituições Privadas,,,,,,,,02,2020,2020-04-20
abril 2020,Transferências de Outras Instituições Públicas,"168.000.000,00","168.000.000,00","27.036.213,57","16,09","62.141.492,94","36,99","105.858.507,06",02,2020,2020-04-20
abril 2020,Transferências do Exterior,,,,,,,,02,2020,2020-04-20
abril 2020,Transferências de Pessoas Físicas,,,,,,,,02,2020,2020-04-20
abril 2020,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,02,2020,2020-04-20
abril 2020,OUTRAS RECEITAS CORRENTES,"44.931.200,00","44.931.200,00","3.181.901,47","7,08","7.834.786,59","17,44","37.096.413,41",02,2020,2020-04-20
abril 2020,"Multas Administrativas, Contratuais e Judiciais","24.169.700,00","24.169.700,00","1.249.746,08","5,17","3.603.029,68","14,91","20.566.670,32",02,2020,2020-04-20
abril 2020,"Indenizações, Restituições e Ressarcimentos","1.435.500,00","1.435.500,00","59.428,83","4,14","150.798,77","10,50","1.284.701,23",02,2020,2020-04-20
abril 2020,"Bens, Direitos e Valores Incorporados ao Patrimônio Público","30.000,00","30.000,00",,"0,00",,"0,00","30.000,00",02,2020,2020-04-20
abril 2020,Demais Receitas Correntes,"19.296.000,00","19.296.000,00","1.872.726,56","9,71","4.080.958,14","21,15","15.215.041,86",02,2020,2020-04-20
abril 2020,RECEITAS DE CAPITAL,"25.723.000,00","25.723.000,00","3.457.192,46","13,44","9.132.970,32","35,51","16.590.029,68",02,2020,2020-04-20
abril 2020,OPERAÇÕES DE CRÉDITO,"17.701.000,00","17.701.000,00","1.985.796,38","11,22","6.796.731,21","38,40","10.904.268,79",02,2020,2020-04-20
abril 2020,Operações de Crédito - Mercado Interno,"17.701.000,00","17.701.000,00","1.985.796,38","11,22","6.796.731,21","38,40","10.904.268,79",02,2020,2020-04-20
abril 2020,Operações de Crédito - Mercado Externo,,,,,,,,02,2020,2020-04-20
abril 2020,ALIENAÇÃO DE BENS,"1.065.000,00","1.065.000,00","308,92","0,03","308,92","0,03","1.064.691,08",02,2020,2020-04-20
abril 2020,Alienação de Bens Móveis,"1.065.000,00","1.065.000,00",,"0,00",,"0,00","1.065.000,00",02,2020,2020-04-20
abril 2020,Alienação de Bens Imóveis,,,"308,92",,"308,92",,"-308,92",02,2020,2020-04-20
abril 2020,Alienação de Bens Intangíveis,,,,,,,,02,2020,2020-04-20
abril 2020,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,,02,2020,2020-04-20
abril 2020,TRANSFERÊNCIAS DE CAPITAL,"6.956.000,00","6.956.000,00","1.471.087,16","21,15","2.335.930,19","33,58","4.620.069,81",02,2020,2020-04-20
abril 2020,Transferências da União e de suas Entidades,"5.306.000,00","5.306.000,00","1.321.087,16","24,90","1.937.636,70","36,52","3.368.363,30",02,2020,2020-04-20
abril 2020,Transferências dos Estados e do Distrito Federal e de suas Entidades,"1.650.000,00","1.650.000,00","150.000,00","9,09","398.293,49","24,14","1.251.706,51",02,2020,2020-04-20
abril 2020,Transferências dos Municípios e de suas Entidades,,,,,,,,02,2020,2020-04-20
abril 2020,Transferências de Instituições Privadas,,,,,,,,02,2020,2020-04-20
abril 2020,Transferências de Outras Instituições Públicas,,,,,,,,02,2020,2020-04-20
abril 2020,Transferências do Exterior,,,,,,,,02,2020,2020-04-20
abril 2020,Transferências de Pessoas Físicas,,,,,,,,02,2020,2020-04-20
abril 2020,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,02,2020,2020-04-20
abril 2020,OUTRAS RECEITAS DE CAPITAL,"1.000,00","1.000,00",,"0,00",,"0,00","1.000,00",02,2020,2020-04-20
abril 2020,Integralização do Capital Social,,,,,,,,02,2020,2020-04-20
abril 2020,Remuneração das Disponibilidades do Tesouro,,,,,,,,02,2020,2020-04-20
abril 2020,Resgate de Títulos do Tesouro,,,,,,,,02,2020,2020-04-20
